# ================================
#  NWChem spectrum parser ver 2.2
# ================================
# 
# Parser runtime options: {'infile': None, 'outfile': None, 'datafmt': 'auto', 'width': 0.1, 'nbin': 20, 'npoints': 2000, 'units': 'ev', 'delim': '    ', 'makespec': False, 'header': True, 'cchar': '#', 'verbose': False}
#
# The input appears to contain TDDFT data.
-3.1536 -4e-05
# Successfully parsed 67 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.1642200000e+03    0.0000000000e+00
2.1639089000e+03    0.0000000000e+00
2.1634145000e+03    0.0000000000e+00
2.1628628000e+03    0.0000000000e+00
2.1624011000e+03    0.0000000000e+00
2.1616739000e+03    0.0000000000e+00
2.1615948000e+03    0.0000000000e+00
2.1614865000e+03    0.0000000000e+00
2.1607944000e+03    0.0000000000e+00
2.1606332000e+03    0.0000000000e+00
2.1603679000e+03    2.0000000000e-05
2.1601276000e+03    0.0000000000e+00
2.1599798000e+03    4.0000000000e-05
2.1595538000e+03    1.0000000000e-05
2.1595109000e+03    1.2000000000e-04
2.1593127000e+03    2.5000000000e-04
2.1591310000e+03    1.1000000000e-04
2.1588880000e+03    8.0000000000e-05
2.1583362000e+03    0.0000000000e+00
2.1582263000e+03    2.6000000000e-04
2.1580077000e+03    2.0000000000e-04
2.1577742000e+03    1.8000000000e-04
2.1575472000e+03    2.8000000000e-04
2.1574268000e+03    4.7000000000e-04
2.1569916000e+03    2.7000000000e-04
2.1566740000e+03    4.6000000000e-04
2.1566598000e+03    6.9000000000e-04
2.1562533000e+03    2.2000000000e-04
2.1555975000e+03    9.0000000000e-05
2.1554449000e+03    9.0000000000e-05
2.1552797000e+03    1.0200000000e-03
2.1546058000e+03    9.0000000000e-04
2.1539465000e+03    0.0000000000e+00
2.1534625000e+03    1.5300000000e-03
2.1529929000e+03    4.2000000000e-04
2.1516698000e+03    3.9000000000e-04
2.1506210000e+03    2.0000000000e-04
2.1496859000e+03    1.4000000000e-04
2.1484028000e+03    2.1000000000e-04
2.1434511000e+03    0.0000000000e+00
2.1427662000e+03    0.0000000000e+00
2.1424844000e+03    0.0000000000e+00
2.1418677000e+03    0.0000000000e+00
2.1415187000e+03    1.9000000000e-04
2.1414088000e+03    7.4000000000e-04
2.1399303000e+03    3.7000000000e-04
2.1397363000e+03    4.2000000000e-04
2.1381283000e+03    2.0000000000e-05
2.0225096000e+03    8.7780000000e-02
2.0224855000e+03    8.7750000000e-02
2.0224769000e+03    8.7350000000e-02
1.9772863000e+03    0.0000000000e+00
1.8919047000e+03    0.0000000000e+00
1.8917718000e+03    0.0000000000e+00
1.8912326000e+03    0.0000000000e+00
1.8910801000e+03    0.0000000000e+00
1.8908225000e+03    0.0000000000e+00
1.8900859000e+03    0.0000000000e+00
1.6492660000e+03    0.0000000000e+00
1.6492270000e+03    0.0000000000e+00
1.6489387000e+03    0.0000000000e+00
1.6485707000e+03    0.0000000000e+00
1.6478582000e+03    0.0000000000e+00
1.6461359000e+03    0.0000000000e+00
1.6450276000e+03    0.0000000000e+00
1.6447857000e+03    0.0000000000e+00
1.6447816000e+03    0.0000000000e+00
