# ================================
#  NWChem spectrum parser ver 2.2
# ================================
# 
# Parser runtime options: {'infile': None, 'outfile': None, 'datafmt': 'auto', 'width': 0.1, 'nbin': 20, 'npoints': 2000, 'units': 'ev', 'delim': '    ', 'makespec': False, 'header': True, 'cchar': '#', 'verbose': False}
#
# The input appears to contain TDDFT data.
-3.4896 -0.00068
# Successfully parsed 47 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.1596264000e+03    4.4000000000e-04
2.1593571000e+03    2.5400000000e-03
2.1582386000e+03    2.0000000000e-05
2.1573440000e+03    8.1000000000e-04
2.1570785000e+03    1.5000000000e-04
2.1569114000e+03    2.0000000000e-05
2.1567947000e+03    9.0000000000e-04
2.1566637000e+03    3.3000000000e-04
2.1563645000e+03    2.1000000000e-04
2.1562051000e+03    3.0000000000e-05
2.1560460000e+03    1.0000000000e-04
2.1558643000e+03    2.5000000000e-04
2.1553665000e+03    1.9000000000e-04
2.1548747000e+03    7.0000000000e-05
2.1548024000e+03    4.5000000000e-04
2.1546084000e+03    1.7000000000e-04
2.1543652000e+03    3.3000000000e-04
2.1541794000e+03    1.1000000000e-04
2.1530845000e+03    1.9000000000e-04
2.1528590000e+03    1.4000000000e-04
2.1524430000e+03    7.2000000000e-04
2.1518479000e+03    5.2000000000e-04
2.1507712000e+03    3.4000000000e-04
2.1496111000e+03    3.9000000000e-04
2.1489607000e+03    1.4000000000e-04
2.1486865000e+03    3.0000000000e-05
2.1472188000e+03    1.2000000000e-04
2.1462454000e+03    1.7000000000e-04
2.1451237000e+03    1.0000000000e-05
2.1445625000e+03    7.0000000000e-05
2.1404827000e+03    1.7000000000e-04
2.1383874000e+03    1.8000000000e-04
2.1365510000e+03    1.6000000000e-04
2.0222298000e+03    8.7160000000e-02
2.0221621000e+03    8.7550000000e-02
2.0221465000e+03    8.6550000000e-02
1.9767967000e+03    1.0000000000e-05
1.8890271000e+03    0.0000000000e+00
1.8889522000e+03    0.0000000000e+00
1.8887204000e+03    0.0000000000e+00
1.8875041000e+03    0.0000000000e+00
1.8873753000e+03    0.0000000000e+00
1.8867510000e+03    0.0000000000e+00
1.8865556000e+03    0.0000000000e+00
1.7739580000e+03    0.0000000000e+00
1.6431113000e+03    0.0000000000e+00
1.6428614000e+03    0.0000000000e+00
