# ================================
#  NWChem spectrum parser ver 2.2
# ================================
# 
# Parser runtime options: {'infile': None, 'outfile': None, 'datafmt': 'auto', 'width': 0.1, 'nbin': 20, 'npoints': 2000, 'units': 'ev', 'delim': '    ', 'makespec': False, 'header': True, 'cchar': '#', 'verbose': False}
#
# The input appears to contain TDDFT data.
-5.7907 -2e-05
# Successfully parsed 54 TDDFT singlet excitations
# Roots not broadened
# No spectrum generated: output is list of raw excitations
#
#  Energy [eV]         Abs. [au]   
#----------------------------------
2.1604413000e+03    1.0000000000e-05
2.1603616000e+03    5.0000000000e-05
2.1601362000e+03    1.0000000000e-05
2.1600378000e+03    1.0000000000e-05
2.1598114000e+03    6.0000000000e-05
2.1596844000e+03    1.0000000000e-05
2.1595586000e+03    1.0000000000e-05
2.1593166000e+03    3.0000000000e-04
2.1592308000e+03    2.8000000000e-04
2.1590045000e+03    1.5000000000e-04
2.1588509000e+03    1.3000000000e-04
2.1587258000e+03    1.0000000000e-04
2.1585133000e+03    2.3000000000e-04
2.1584551000e+03    1.3000000000e-04
2.1583598000e+03    3.5000000000e-04
2.1580644000e+03    2.0000000000e-05
2.1576625000e+03    7.8000000000e-04
2.1571739000e+03    1.3000000000e-04
2.1569662000e+03    2.6000000000e-04
2.1566290000e+03    2.2000000000e-04
2.1559221000e+03    4.1000000000e-04
2.1556985000e+03    2.5000000000e-04
2.1555280000e+03    5.9000000000e-04
2.1542457000e+03    5.6000000000e-04
2.1539811000e+03    9.9000000000e-04
2.1537768000e+03    1.1600000000e-03
2.1524151000e+03    3.8000000000e-04
2.1516294000e+03    2.9000000000e-04
2.1511274000e+03    2.0000000000e-04
2.1504330000e+03    1.3000000000e-04
2.1479855000e+03    2.2000000000e-04
2.1476497000e+03    2.3000000000e-04
2.1469444000e+03    1.7000000000e-04
2.1441731000e+03    1.0000000000e-05
2.1410761000e+03    9.1000000000e-04
2.1397536000e+03    3.8000000000e-04
2.1395520000e+03    3.3000000000e-04
2.1379947000e+03    2.0000000000e-05
2.0224966000e+03    8.7870000000e-02
2.0224680000e+03    8.7570000000e-02
2.0224584000e+03    8.7530000000e-02
1.9772674000e+03    0.0000000000e+00
1.8915807000e+03    0.0000000000e+00
1.8915437000e+03    0.0000000000e+00
1.8911457000e+03    0.0000000000e+00
1.8905024000e+03    0.0000000000e+00
1.8894632000e+03    0.0000000000e+00
1.8893590000e+03    0.0000000000e+00
1.8881411000e+03    0.0000000000e+00
1.7780595000e+03    0.0000000000e+00
1.6458261000e+03    0.0000000000e+00
1.6448284000e+03    0.0000000000e+00
1.6447940000e+03    0.0000000000e+00
1.6447799000e+03    0.0000000000e+00
