2theta,I
124.52697502748548, -0.33524422805088716
124.54656824250038, -0.3232095178262917
124.5597612690435, -0.335146065651013
124.58602952724988, -0.34105544212344907
124.61217999057641, -0.32900109941887856
124.62521595727972, -0.3169860216742577
124.63844824878278, -0.3349104758913144
124.66459871210931, -0.3228561331867441
124.68438825192398, -0.34076095492382596
124.70390293701901, -0.3167504319145593
124.73009266530548, -0.3106839956023246
124.74332495680854, -0.3286084498193813
124.76291817182346, -0.3165737395947854
124.78906863514999, -0.3045193968902151
124.80866185016491, -0.29248468666561966
124.82193340662792, -0.3163970472750115
124.84808386995445, -0.30434270457044144
124.86771634992932, -0.29829590073818135
124.88071305167269, -0.28029291660122535
124.91346002827078, -0.2742068478090154
124.92641746505419, -0.25021595727972357
124.9458536202293, -0.21422962148578595
124.95877179205277, -0.18425082456415898
124.96517198052457, -0.1602795665148422
124.97157216899639, -0.13630830846552544
124.98456887073975, -0.11830532432856922
124.99760483744306, -0.10629024658394881
125.01711952253808, -0.08227972357468194
125.0238338306895, -0.10621171666404927
125.0367912674729, -0.08222082613475745
125.05646301240773, -0.08216192869483274
125.06938118423119, -0.05218313177320577
125.08261347573425, -0.07010758599026246
125.09561017747762, -0.05210460185330623
125.10860687922099, -0.03410161771635023
125.11500706769279, -0.010130359667033018
125.12800376943615, 0.007872624469922984
125.14092194125962, 0.037851421391549955
125.15384011308308, 0.06783021831317715
125.16707240458615, 0.049905764096120464
125.17995131144966, 0.08587246741008303
125.18619444008166, 0.13379535102874196
125.19891628710539, 0.19371367991204647
125.20504162085754, 0.2596002827077115
125.2112454845296, 0.3135110727187056
125.21744934820167, 0.3674218627296999
125.23028899010522, 0.40937647243599806
125.23653211873723, 0.45729935605465666
125.25612533375215, 0.4693340662792522
125.26260405214387, 0.4813295115438979
125.27564001884718, 0.49334458928851865
125.28883304539029, 0.48140804146379745
125.28902937019004, 0.45146850950212014
125.30202607193341, 0.46947149363907636
125.32173708182818, 0.4635424846866655
125.33473378357154, 0.4815454688236215
125.35424846866655, 0.5055559918328881
125.36064865713837, 0.5295272498822049
125.38024187215329, 0.5415619601068006
125.39995288204805, 0.5356329511543896
125.42629967017433, 0.5177477618972826
125.41997801162243, 0.4818006910632948
125.44636406470865, 0.4579275954138524
125.4531961677399, 0.41603188314747896
125.45998900581121, 0.3801240772734409
125.46674257892256, 0.3502041777917384
125.48001413538557, 0.32629181718234634
125.49324642688865, 0.30836736296528966
125.5000785299199, 0.2664716506989162
125.51335008638291, 0.2425592900895237
125.52006439453432, 0.21862729700015682
125.54645044762054, 0.19475420135071442
125.55972200408355, 0.17084184074132236
125.56635778231507, 0.15888566043662622
125.58634364692948, 0.11104130673786683
125.58653997172922, 0.0811017747761893
125.59985079315219, 0.05120150777446186
125.62623684623841, 0.027328412125019463
125.63946913774147, 0.009403957907962779
125.6592194125962, -0.0025129574367839247
125.68552693576252, -0.014410240301555133
125.70535574053714, -0.03830296843097214
125.71207004868855, -0.06223496152033947
125.74485629024659, -0.0621367991204651
125.75153133343804, -0.08008088581749662
125.7713208732527, -0.0979857075545787
125.77799591644417, -0.11592979425160999
125.79782472121879, -0.13982252238102766
125.80449976441024, -0.15776660907805917
125.8177320559133, -0.1756910632951154
125.83748233076803, -0.18760797863986212
125.86378985393435, -0.19950526150463355
125.87678655567771, -0.18150227736767732
125.89641903565258, -0.17545547353541702
125.91628710538716, -0.20533610805717029
125.94243756871367, -0.19328176535259955
125.96226637348829, -0.21717449348201678
125.98205591330297, -0.23507931521909886
126.00816711166955, -0.21703706612219276
126.02136013821266, -0.22897361394691407
126.04754986649914, -0.22290717763467915
126.06074289304225, -0.23484372545940047
126.08705041620857, -0.24674100832417167
