2theta,I
124.51802261661693, 0.0299984294016018
124.53777289147165, 0.018081514056855763
124.55732684152662, 0.036104130673786594
124.57707711638135, 0.024187215329040557
124.60326684466781, 0.030253651641275248
124.62289932464269, 0.03630045547353533
124.6426495994974, 0.024383540128789294
124.66887859274384, 0.02446207004868861
124.68191455944715, 0.03647714779330924
124.70158630438196, 0.03653604523323373
124.7278938275483, 0.02463876236846252
124.74085126433171, 0.048629652897753894
124.76060153918642, 0.036712737553007635
124.786712737553, 0.05475498664991374
124.79970943929636, 0.07275797078686974
124.8259384325428, 0.07283650070676928
124.83893513428616, 0.0908394848437255
124.8651641275326, 0.09091801476362504
124.87816082927596, 0.10892099890058105
124.89779330925083, 0.11496780273284113
124.93030469608921, 0.156981309879064
124.94330139783257, 0.17498429401602
124.94966232134443, 0.20494345845767237
124.96261975812784, 0.2289343489869642
124.97542013507146, 0.2768768650855975
124.98837757185487, 0.3008677556148891
124.99469923040678, 0.33681482644887684
125.00098162399874, 0.37874980367520017
125.0071069577509, 0.44463640647086533
125.02630752316632, 0.5165501806188156
125.03255065179833, 0.5644730642374743
125.04527249882204, 0.624391393120779
125.05151562745405, 0.6723142767394376
125.06447306423748, 0.6963051672687292
125.07087325270928, 0.720276425318046
125.08394848437254, 0.7263035966703313
125.09066279252394, 0.7023716035809642
125.11021674257893, 0.7203942201978952
125.12356682896183, 0.6845060468038321
125.12380241872152, 0.6485786084498192
125.1436704884561, 0.6186979739280664
125.15686351499922, 0.6067614261033453
125.16986021674258, 0.6247644102403014
125.2026464583006, 0.6248625726401758
125.20900738181247, 0.654821737081828
125.22204334851578, 0.6668368148264486
125.22848280194754, 0.68482016648343
125.23488299041935, 0.7087914245327468
125.24791895712266, 0.7208065022773675
125.26111198366577, 0.7088699544526462
125.26755143709754, 0.7268533061096276
125.28710538715251, 0.7448759227265587
125.30669860216743, 0.7569106329511541
125.31313805559918, 0.7748939846081354
125.32605622742264, 0.8048727815297626
125.33889586932621, 0.8468273912360608
125.34521752787812, 0.8827744620700485
125.35817496466153, 0.90676535259934
125.37136799120465, 0.8948288047746189
125.39119679597927, 0.8709360766452016
125.39791110413067, 0.8470040835558346
125.41118266059368, 0.8230917229464424
125.41805402858489, 0.7752081042877333
125.42480760169624, 0.7452882048060309
125.43823621799906, 0.6974242186272966
125.44510758599026, 0.6495405999685877
125.45837914245327, 0.6256282393591956
125.46513271556464, 0.5957083398774929
125.47832574210774, 0.5837717920527719
125.4915580336108, 0.5658473378357152
125.49167582849066, 0.5478836186587087
125.51146536830532, 0.5299787969216269
125.52469765980838, 0.5120543427045702
125.53800848123134, 0.4821540757028424
125.56427673943773, 0.4762446992304066
125.58410554421235, 0.45235197110098924
125.61033453745877, 0.45243050102088866
125.63020260719334, 0.42254986649913584
125.64355269357625, 0.3866616931050728
125.66342076331082, 0.35678105858332
125.6897675514371, 0.33889586932621296
125.70955709125177, 0.3209910475891311
125.72934663106643, 0.30308622585204925
125.74901837600126, 0.30314512329197396
125.76228993246427, 0.2792327626825817
125.7885974556306, 0.2673354798178105
125.80834773048531, 0.25541856447306377
125.8346159886917, 0.24950918800062794
125.8478875451547, 0.22559682739123588
125.87411653840113, 0.2256753573111352
125.88742735982409, 0.19577509030940776
125.90717763467882, 0.18385817496466106
125.92696717449348, 0.16595335322757943
125.95971415109156, 0.1720394220197894
125.96642845924298, 0.14810742893042206
125.9927359824093, 0.13621014606565063
126.01228993246427, 0.15423276268258168
126.02556148892728, 0.13032040207318962
126.05182974713365, 0.12441102560075357
126.07138369718862, 0.14243364221768462
126.0846159886917, 0.12450918800062794
126.11088424689807, 0.11859981152819188
126.12388094864143, 0.1366027956651481
126.15010994188786, 0.13668132558504764
126.16982095178263, 0.13075231663263676
126.18941416679755, 0.1427870268572322
126.21572168996387, 0.130889743992461
126.22899324642688, 0.1069773833830685
126.24870425632166, 0.10104837443065762
126.27485471964819, 0.11310271713522813
126.28808701115125, 0.09517826291817144
126.31427673943773, 0.10124469923040635
126.33402701429245, 0.0893277838856601
126.3472593057955, 0.07140332966860319
126.36025600753887, 0.08940631380555941
126.37352756400189, 0.06549395319616758
126.3865635307052, 0.07750903094078798
126.40627454059997, 0.0715800219883771
126.42602481545468, 0.05966310664363084
126.45221454374116, 0.06572954295586597
126.47200408355583, 0.047824721218783894
126.49159729857075, 0.059859431443379574
126.50467253023402, 0.06588660279566483
126.53098005340034, 0.053989319930893176
126.55061253337522, 0.06003612376315348
126.57036280822993, 0.048119208418407
